insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1, 602, 317, 20, 63, 1, 9, 676.94, 6092.46);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1926, 418, 16, 47, 26, 2, 4, 693.42, 2773.68);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1927, 457, 945, 54, 191, 4, 1, 386.54, 386.54);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1928, 176, 694, 97, 125, 4, 4, 482.94, 1931.76);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1929, 500, 731, 45, 11, 2, 4, 364.78, 1459.12);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1930, 989, 654, 18, 2, 1, 9, 583.85, 5254.65);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1931, 994, 231, 42, 31, 4, 1, 440.22, 440.22);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1932, 792, 456, 18, 190, 1, 2, 978.03, 1956.06);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1933, 564, 412, 33, 242, 1, 5, 91.71, 458.55);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1934, 263, 386, 90, 243, 1, 7, 354.05, 2478.35);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1935, 89, 284, 51, 211, 4, 10, 182.25, 1822.5);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1936, 957, 946, 15, 173, 1, 1, 870.43, 870.43);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1937, 786, 310, 32, 39, 2, 5, 845.23, 4226.15);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1938, 600, 159, 22, 67, 3, 5, 558.97, 2794.85);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1939, 588, 143, 94, 154, 4, 9, 710.15, 6391.35);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1940, 39, 194, 72, 196, 1, 2, 740.83, 1481.66);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1941, 640, 461, 67, 156, 3, 2, 152.74, 305.48);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1942, 346, 196, 46, 116, 4, 3, 249.97, 749.91);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1943, 33, 549, 64, 68, 3, 10, 784.19, 7841.9);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1944, 267, 425, 26, 135, 3, 3, 159.98, 479.94);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1945, 905, 243, 72, 178, 2, 10, 700.75, 7007.5);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1946, 991, 704, 11, 15, 1, 10, 796.09, 7960.9);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1947, 295, 114, 37, 93, 3, 9, 495.07, 4455.63);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1948, 128, 192, 36, 104, 4, 8, 819.98, 6559.84);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1949, 482, 112, 8, 237, 2, 10, 920.51, 9205.1);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1950, 629, 608, 35, 180, 1, 5, 460.85, 2304.25);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1951, 908, 270, 2, 179, 4, 8, 226.02, 1808.16);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1952, 162, 641, 90, 251, 2, 8, 866.05, 6928.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1953, 897, 171, 36, 16, 2, 9, 313.63, 2822.67);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1954, 359, 83, 16, 239, 2, 5, 789.48, 3947.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1955, 402, 81, 94, 24, 2, 7, 725.07, 5075.49);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1956, 202, 345, 68, 144, 3, 1, 862.95, 862.95);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1957, 952, 645, 78, 4, 2, 7, 955.02, 6685.14);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1958, 95, 97, 64, 2, 1, 8, 486.67, 3893.36);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1959, 865, 51, 26, 161, 3, 3, 752.91, 2258.73);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1960, 962, 917, 61, 208, 4, 4, 400.57, 1602.28);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1961, 541, 985, 74, 77, 4, 2, 89.24, 178.48);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1962, 429, 83, 53, 51, 4, 2, 387.04, 774.08);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1963, 832, 153, 53, 132, 1, 6, 877.88, 5267.28);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1964, 425, 416, 21, 45, 1, 1, 458.76, 458.76);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1965, 624, 538, 7, 29, 1, 2, 149.6, 299.2);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1966, 938, 991, 75, 218, 1, 3, 225.7, 677.1);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1967, 163, 186, 37, 105, 3, 9, 817.26, 7355.34);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1968, 490, 737, 12, 225, 2, 1, 175.7, 175.7);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1969, 948, 601, 78, 201, 4, 6, 161.79, 970.74);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1970, 462, 162, 24, 139, 4, 6, 515.04, 3090.24);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1971, 36, 679, 73, 90, 1, 4, 899.64, 3598.56);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1972, 21, 582, 8, 181, 4, 9, 301.84, 2716.56);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1973, 448, 536, 67, 46, 4, 6, 659.58, 3957.48);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1974, 92, 773, 63, 86, 4, 2, 795.67, 1591.34);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1975, 674, 586, 29, 73, 3, 4, 431.62, 1726.48);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1976, 307, 211, 69, 77, 1, 5, 363.22, 1816.1);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1977, 585, 191, 56, 60, 2, 3, 157.93, 473.79);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1978, 241, 988, 88, 172, 4, 9, 104.51, 940.59);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1979, 192, 628, 41, 238, 1, 6, 658.12, 3948.72);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1980, 711, 844, 87, 125, 1, 1, 495.77, 495.77);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1981, 374, 111, 10, 89, 4, 4, 28.43, 113.72);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1982, 61, 956, 40, 229, 3, 7, 196.74, 1377.18);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1983, 262, 573, 84, 147, 1, 3, 540.57, 1621.71);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1984, 728, 597, 15, 214, 1, 9, 342.75, 3084.75);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1985, 825, 466, 56, 112, 3, 4, 507.51, 2030.04);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1986, 127, 694, 67, 167, 4, 1, 296.45, 296.45);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1987, 852, 187, 17, 54, 3, 10, 178.0, 1780.0);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1988, 748, 443, 19, 239, 1, 9, 33.73, 303.57);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1989, 731, 95, 71, 24, 1, 1, 801.14, 801.14);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1990, 918, 771, 44, 183, 4, 6, 580.26, 3481.56);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1991, 730, 666, 42, 189, 3, 6, 663.64, 3981.84);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1992, 108, 456, 85, 5, 4, 2, 230.68, 461.36);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1993, 664, 260, 7, 80, 3, 1, 19.06, 19.06);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1994, 953, 736, 68, 2, 2, 2, 1.34, 2.68);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1995, 470, 444, 70, 135, 4, 9, 856.91, 7712.19);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1996, 264, 625, 73, 75, 3, 10, 926.46, 9264.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1997, 249, 872, 76, 187, 1, 8, 332.13, 2657.04);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1998, 901, 746, 45, 139, 4, 10, 999.86, 9998.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (1999, 458, 978, 35, 178, 2, 4, 226.32, 905.28);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2000, 25, 215, 46, 119, 2, 1, 428.3, 428.3);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2001, 882, 207, 88, 201, 1, 1, 996.3, 996.3);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2002, 37, 354, 49, 167, 2, 2, 191.48, 382.96);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2003, 343, 224, 28, 18, 1, 2, 953.77, 1907.54);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2004, 177, 962, 18, 211, 4, 4, 764.3, 3057.2);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2005, 449, 563, 40, 140, 4, 10, 576.34, 5763.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2006, 96, 72, 28, 95, 2, 8, 483.7, 3869.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2007, 577, 38, 66, 186, 2, 10, 803.56, 8035.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2008, 918, 195, 86, 48, 1, 4, 647.39, 2589.56);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2009, 541, 60, 78, 61, 3, 10, 668.26, 6682.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2010, 802, 317, 95, 200, 4, 6, 910.78, 5464.68);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2011, 128, 320, 67, 32, 2, 8, 812.2, 6497.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2012, 418, 981, 82, 85, 3, 5, 494.05, 2470.25);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2013, 928, 930, 97, 238, 1, 7, 349.77, 2448.39);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2014, 737, 492, 73, 199, 2, 5, 356.92, 1784.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2015, 152, 918, 34, 55, 4, 1, 162.31, 162.31);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2016, 30, 183, 99, 116, 4, 7, 227.72, 1594.04);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2017, 313, 806, 53, 52, 3, 8, 756.87, 6054.96);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2018, 16, 147, 96, 44, 2, 6, 596.21, 3577.26);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2019, 276, 353, 45, 139, 2, 5, 698.36, 3491.8);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2020, 718, 76, 86, 231, 2, 9, 751.46, 6763.14);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2021, 863, 278, 21, 16, 4, 7, 30.85, 215.95);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2022, 503, 975, 27, 236, 2, 4, 874.95, 3499.8);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2023, 123, 799, 86, 109, 2, 10, 615.14, 6151.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2024, 722, 7, 6, 156, 1, 3, 724.29, 2172.87);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2025, 6, 243, 47, 190, 1, 10, 917.72, 9177.2);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2026, 133, 410, 66, 238, 4, 9, 90.67, 816.03);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2027, 207, 695, 65, 214, 1, 5, 648.27, 3241.35);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2028, 570, 607, 60, 38, 1, 10, 450.36, 4503.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2029, 433, 79, 97, 80, 4, 2, 517.39, 1034.78);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2030, 434, 666, 29, 244, 4, 8, 327.7, 2621.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2031, 786, 700, 21, 207, 2, 4, 557.75, 2231.0);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2032, 543, 791, 69, 121, 2, 9, 220.81, 1987.29);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2033, 86, 487, 62, 213, 3, 9, 788.62, 7097.58);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2034, 936, 719, 50, 159, 2, 10, 100.35, 1003.5);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2035, 957, 369, 66, 224, 4, 6, 152.26, 913.56);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2036, 473, 713, 39, 160, 2, 5, 769.61, 3848.05);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2037, 541, 584, 37, 28, 3, 2, 177.02, 354.04);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2038, 452, 35, 44, 24, 2, 5, 501.65, 2508.25);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2039, 60, 482, 94, 251, 2, 4, 581.36, 2325.44);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2040, 958, 243, 63, 25, 4, 8, 60.74, 485.92);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2041, 223, 771, 32, 33, 3, 9, 656.05, 5904.45);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2042, 806, 525, 59, 65, 4, 7, 513.98, 3597.86);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2043, 931, 291, 10, 100, 3, 1, 926.98, 926.98);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2044, 24, 674, 100, 223, 4, 7, 594.37, 4160.59);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2045, 347, 213, 45, 184, 3, 5, 318.91, 1594.55);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2046, 178, 321, 15, 222, 2, 10, 745.36, 7453.6);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2047, 649, 432, 54, 243, 3, 9, 754.14, 6787.26);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2048, 666, 308, 70, 95, 1, 8, 356.64, 2853.12);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2049, 711, 277, 6, 249, 2, 5, 50.4, 252.0);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2050, 730, 183, 77, 102, 1, 6, 670.51, 4023.06);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2051, 991, 825, 22, 245, 3, 8, 964.9, 7719.2);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2052, 1, 263, 51, 17, 2, 4, 166.22, 664.88);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2053, 296, 521, 84, 183, 1, 1, 871.82, 871.82);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2054, 274, 471, 60, 201, 3, 9, 844.9, 7604.1);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2055, 865, 188, 61, 74, 3, 8, 426.96, 3415.68);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2056, 593, 322, 80, 63, 1, 3, 516.01, 1548.03);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2057, 312, 716, 57, 43, 4, 1, 128.24, 128.24);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2058, 609, 869, 19, 218, 2, 3, 893.78, 2681.34);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2059, 559, 967, 57, 205, 3, 10, 900.72, 9007.2);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2060, 111, 168, 80, 107, 1, 4, 634.21, 2536.84);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2061, 710, 478, 38, 57, 4, 10, 644.84, 6448.4);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2062, 289, 237, 70, 135, 4, 6, 563.67, 3382.02);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2063, 858, 600, 37, 23, 4, 3, 616.9, 1850.7);
insert into Vendas (idvendas, id_tempo, id_produto, id_loja, id_funcionario, id_metodo_pagamento, quantidade, preco_unitario, valor_venda) values (2064, 811, 605, 8, 61, 3, 8, 504.04, 4032.32);
